,Unnamed: 0,filepaths,pipelines,groups,contrast
276,276,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_spm-5-0-0_con.nii,spm-5-0-0,10,right-hand
277,277,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_spm-5-0-1_con.nii,spm-5-0-1,10,right-hand
300,324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_spm-5-0-0_con.nii,spm-5-0-0,111,right-hand
301,325,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_spm-5-0-1_con.nii,spm-5-0-1,111,right-hand
324,420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_spm-5-0-0_con.nii,spm-5-0-0,115,right-hand
325,421,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_spm-5-0-1_con.nii,spm-5-0-1,115,right-hand
348,444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_spm-5-0-0_con.nii,spm-5-0-0,116,right-hand
349,445,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_spm-5-0-1_con.nii,spm-5-0-1,116,right-hand
372,468,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_spm-5-0-0_con.nii,spm-5-0-0,117,right-hand
373,469,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_spm-5-0-1_con.nii,spm-5-0-1,117,right-hand
396,540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_spm-5-0-0_con.nii,spm-5-0-0,11,right-hand
397,541,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_spm-5-0-1_con.nii,spm-5-0-1,11,right-hand
420,564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_spm-5-0-0_con.nii,spm-5-0-0,120,right-hand
421,565,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_spm-5-0-1_con.nii,spm-5-0-1,120,right-hand
444,588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_spm-5-0-0_con.nii,spm-5-0-0,121,right-hand
445,589,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_spm-5-0-1_con.nii,spm-5-0-1,121,right-hand
468,636,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_spm-5-0-0_con.nii,spm-5-0-0,123,right-hand
469,637,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_spm-5-0-1_con.nii,spm-5-0-1,123,right-hand
492,660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_spm-5-0-0_con.nii,spm-5-0-0,124,right-hand
493,661,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_spm-5-0-1_con.nii,spm-5-0-1,124,right-hand
516,684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_spm-5-0-0_con.nii,spm-5-0-0,125,right-hand
517,685,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_spm-5-0-1_con.nii,spm-5-0-1,125,right-hand
540,708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_spm-5-0-0_con.nii,spm-5-0-0,126,right-hand
541,709,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_spm-5-0-1_con.nii,spm-5-0-1,126,right-hand
564,732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_spm-5-0-0_con.nii,spm-5-0-0,127,right-hand
565,733,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_spm-5-0-1_con.nii,spm-5-0-1,127,right-hand
588,828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_spm-5-0-0_con.nii,spm-5-0-0,130,right-hand
589,829,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_spm-5-0-1_con.nii,spm-5-0-1,130,right-hand
612,852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_spm-5-0-0_con.nii,spm-5-0-0,131,right-hand
613,853,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_spm-5-0-1_con.nii,spm-5-0-1,131,right-hand
636,876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_spm-5-0-0_con.nii,spm-5-0-0,132,right-hand
637,877,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_spm-5-0-1_con.nii,spm-5-0-1,132,right-hand
660,900,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_spm-5-0-0_con.nii,spm-5-0-0,133,right-hand
661,901,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_spm-5-0-1_con.nii,spm-5-0-1,133,right-hand
684,924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_spm-5-0-0_con.nii,spm-5-0-0,134,right-hand
685,925,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_spm-5-0-1_con.nii,spm-5-0-1,134,right-hand
708,996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_spm-5-0-0_con.nii,spm-5-0-0,137,right-hand
709,997,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_spm-5-0-1_con.nii,spm-5-0-1,137,right-hand
732,1020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_spm-5-0-0_con.nii,spm-5-0-0,138,right-hand
733,1021,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_spm-5-0-1_con.nii,spm-5-0-1,138,right-hand
756,1044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_spm-5-0-0_con.nii,spm-5-0-0,139,right-hand
757,1045,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_spm-5-0-1_con.nii,spm-5-0-1,139,right-hand
780,1068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_spm-5-0-0_con.nii,spm-5-0-0,13,right-hand
781,1069,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_spm-5-0-1_con.nii,spm-5-0-1,13,right-hand
804,1092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_spm-5-0-0_con.nii,spm-5-0-0,140,right-hand
805,1093,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_spm-5-0-1_con.nii,spm-5-0-1,140,right-hand
828,1116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_spm-5-0-0_con.nii,spm-5-0-0,141,right-hand
829,1117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_spm-5-0-1_con.nii,spm-5-0-1,141,right-hand
852,1140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_spm-5-0-0_con.nii,spm-5-0-0,142,right-hand
853,1141,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_spm-5-0-1_con.nii,spm-5-0-1,142,right-hand
876,1164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_spm-5-0-0_con.nii,spm-5-0-0,143,right-hand
877,1165,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_spm-5-0-1_con.nii,spm-5-0-1,143,right-hand
900,1188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_spm-5-0-0_con.nii,spm-5-0-0,144,right-hand
901,1189,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_spm-5-0-1_con.nii,spm-5-0-1,144,right-hand
924,1236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_spm-5-0-0_con.nii,spm-5-0-0,146,right-hand
925,1237,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_spm-5-0-1_con.nii,spm-5-0-1,146,right-hand
948,1260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_spm-5-0-0_con.nii,spm-5-0-0,147,right-hand
949,1261,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_spm-5-0-1_con.nii,spm-5-0-1,147,right-hand
972,1308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_spm-5-0-0_con.nii,spm-5-0-0,149,right-hand
973,1309,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_spm-5-0-1_con.nii,spm-5-0-1,149,right-hand
996,1356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_right-hand_spm-5-0-0_con.nii,spm-5-0-0,150,right-hand
997,1357,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-150_right-hand_spm-5-0-1_con.nii,spm-5-0-1,150,right-hand
1020,1380,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-151_right-hand_spm-5-0-0_con.nii,spm-5-0-0,151,right-hand
1021,1381,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-151_right-hand_spm-5-0-1_con.nii,spm-5-0-1,151,right-hand
1044,1428,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-153_right-hand_spm-5-0-0_con.nii,spm-5-0-0,153,right-hand
1045,1429,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-153_right-hand_spm-5-0-1_con.nii,spm-5-0-1,153,right-hand
1068,1452,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-154_right-hand_spm-5-0-0_con.nii,spm-5-0-0,154,right-hand
1069,1453,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-154_right-hand_spm-5-0-1_con.nii,spm-5-0-1,154,right-hand
1092,1476,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-155_right-hand_spm-5-0-0_con.nii,spm-5-0-0,155,right-hand
1093,1477,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-155_right-hand_spm-5-0-1_con.nii,spm-5-0-1,155,right-hand
1116,1500,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-156_right-hand_spm-5-0-0_con.nii,spm-5-0-0,156,right-hand
1117,1501,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-156_right-hand_spm-5-0-1_con.nii,spm-5-0-1,156,right-hand
1140,1524,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-157_right-hand_spm-5-0-0_con.nii,spm-5-0-0,157,right-hand
1141,1525,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-157_right-hand_spm-5-0-1_con.nii,spm-5-0-1,157,right-hand
1164,1572,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-159_right-hand_spm-5-0-0_con.nii,spm-5-0-0,159,right-hand
1165,1573,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-159_right-hand_spm-5-0-1_con.nii,spm-5-0-1,159,right-hand
1188,1596,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-15_right-hand_spm-5-0-0_con.nii,spm-5-0-0,15,right-hand
1189,1597,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-15_right-hand_spm-5-0-1_con.nii,spm-5-0-1,15,right-hand
1212,1620,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-160_right-hand_spm-5-0-0_con.nii,spm-5-0-0,160,right-hand
1213,1621,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-160_right-hand_spm-5-0-1_con.nii,spm-5-0-1,160,right-hand
1236,1668,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-162_right-hand_spm-5-0-0_con.nii,spm-5-0-0,162,right-hand
1237,1669,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-162_right-hand_spm-5-0-1_con.nii,spm-5-0-1,162,right-hand
1260,1692,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-163_right-hand_spm-5-0-0_con.nii,spm-5-0-0,163,right-hand
1261,1693,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-163_right-hand_spm-5-0-1_con.nii,spm-5-0-1,163,right-hand
1284,1740,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-165_right-hand_spm-5-0-0_con.nii,spm-5-0-0,165,right-hand
1285,1741,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-165_right-hand_spm-5-0-1_con.nii,spm-5-0-1,165,right-hand
1308,1764,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-166_right-hand_spm-5-0-0_con.nii,spm-5-0-0,166,right-hand
1309,1765,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-166_right-hand_spm-5-0-1_con.nii,spm-5-0-1,166,right-hand
1332,1788,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-167_right-hand_spm-5-0-0_con.nii,spm-5-0-0,167,right-hand
1333,1789,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-167_right-hand_spm-5-0-1_con.nii,spm-5-0-1,167,right-hand
1356,1812,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-168_right-hand_spm-5-0-0_con.nii,spm-5-0-0,168,right-hand
1357,1813,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-168_right-hand_spm-5-0-1_con.nii,spm-5-0-1,168,right-hand
1380,1836,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-169_right-hand_spm-5-0-0_con.nii,spm-5-0-0,169,right-hand
1381,1837,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-169_right-hand_spm-5-0-1_con.nii,spm-5-0-1,169,right-hand
1404,1860,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-16_right-hand_spm-5-0-0_con.nii,spm-5-0-0,16,right-hand
1405,1861,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-16_right-hand_spm-5-0-1_con.nii,spm-5-0-1,16,right-hand
1428,1884,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-170_right-hand_spm-5-0-0_con.nii,spm-5-0-0,170,right-hand
1429,1885,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-170_right-hand_spm-5-0-1_con.nii,spm-5-0-1,170,right-hand
1452,1908,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-171_right-hand_spm-5-0-0_con.nii,spm-5-0-0,171,right-hand
1453,1909,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-171_right-hand_spm-5-0-1_con.nii,spm-5-0-1,171,right-hand
1476,1932,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-172_right-hand_spm-5-0-0_con.nii,spm-5-0-0,172,right-hand
1477,1933,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-172_right-hand_spm-5-0-1_con.nii,spm-5-0-1,172,right-hand
1500,1956,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-173_right-hand_spm-5-0-0_con.nii,spm-5-0-0,173,right-hand
1501,1957,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-173_right-hand_spm-5-0-1_con.nii,spm-5-0-1,173,right-hand
1524,2076,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-178_right-hand_spm-5-0-0_con.nii,spm-5-0-0,178,right-hand
1525,2077,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-178_right-hand_spm-5-0-1_con.nii,spm-5-0-1,178,right-hand
1548,2100,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-179_right-hand_spm-5-0-0_con.nii,spm-5-0-0,179,right-hand
1549,2101,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-179_right-hand_spm-5-0-1_con.nii,spm-5-0-1,179,right-hand
1572,2124,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-17_right-hand_spm-5-0-0_con.nii,spm-5-0-0,17,right-hand
1573,2125,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-17_right-hand_spm-5-0-1_con.nii,spm-5-0-1,17,right-hand
1596,2148,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-180_right-hand_spm-5-0-0_con.nii,spm-5-0-0,180,right-hand
1597,2149,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-180_right-hand_spm-5-0-1_con.nii,spm-5-0-1,180,right-hand
1620,2172,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-181_right-hand_spm-5-0-0_con.nii,spm-5-0-0,181,right-hand
1621,2173,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-181_right-hand_spm-5-0-1_con.nii,spm-5-0-1,181,right-hand
1644,2196,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-182_right-hand_spm-5-0-0_con.nii,spm-5-0-0,182,right-hand
1645,2197,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-182_right-hand_spm-5-0-1_con.nii,spm-5-0-1,182,right-hand
1668,2220,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-183_right-hand_spm-5-0-0_con.nii,spm-5-0-0,183,right-hand
1669,2221,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-183_right-hand_spm-5-0-1_con.nii,spm-5-0-1,183,right-hand
1692,2244,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-184_right-hand_spm-5-0-0_con.nii,spm-5-0-0,184,right-hand
1693,2245,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-184_right-hand_spm-5-0-1_con.nii,spm-5-0-1,184,right-hand
1716,2268,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-185_right-hand_spm-5-0-0_con.nii,spm-5-0-0,185,right-hand
1717,2269,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-185_right-hand_spm-5-0-1_con.nii,spm-5-0-1,185,right-hand
1740,2292,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-186_right-hand_spm-5-0-0_con.nii,spm-5-0-0,186,right-hand
1741,2293,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-186_right-hand_spm-5-0-1_con.nii,spm-5-0-1,186,right-hand
1764,2316,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-187_right-hand_spm-5-0-0_con.nii,spm-5-0-0,187,right-hand
1765,2317,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-187_right-hand_spm-5-0-1_con.nii,spm-5-0-1,187,right-hand
1788,2340,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-188_right-hand_spm-5-0-0_con.nii,spm-5-0-0,188,right-hand
1789,2341,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-188_right-hand_spm-5-0-1_con.nii,spm-5-0-1,188,right-hand
1812,2388,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-18_right-hand_spm-5-0-0_con.nii,spm-5-0-0,18,right-hand
1813,2389,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-18_right-hand_spm-5-0-1_con.nii,spm-5-0-1,18,right-hand
1836,2412,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-190_right-hand_spm-5-0-0_con.nii,spm-5-0-0,190,right-hand
1837,2413,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-190_right-hand_spm-5-0-1_con.nii,spm-5-0-1,190,right-hand
1860,2436,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-191_right-hand_spm-5-0-0_con.nii,spm-5-0-0,191,right-hand
1861,2437,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-191_right-hand_spm-5-0-1_con.nii,spm-5-0-1,191,right-hand
1884,2460,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-192_right-hand_spm-5-0-0_con.nii,spm-5-0-0,192,right-hand
1885,2461,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-192_right-hand_spm-5-0-1_con.nii,spm-5-0-1,192,right-hand
1908,2508,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-194_right-hand_spm-5-0-0_con.nii,spm-5-0-0,194,right-hand
1909,2509,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-194_right-hand_spm-5-0-1_con.nii,spm-5-0-1,194,right-hand
1932,2532,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-195_right-hand_spm-5-0-0_con.nii,spm-5-0-0,195,right-hand
1933,2533,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-195_right-hand_spm-5-0-1_con.nii,spm-5-0-1,195,right-hand
1956,2580,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-197_right-hand_spm-5-0-0_con.nii,spm-5-0-0,197,right-hand
1957,2581,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-197_right-hand_spm-5-0-1_con.nii,spm-5-0-1,197,right-hand
1980,2604,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-198_right-hand_spm-5-0-0_con.nii,spm-5-0-0,198,right-hand
1981,2605,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-198_right-hand_spm-5-0-1_con.nii,spm-5-0-1,198,right-hand
2004,2628,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-199_right-hand_spm-5-0-0_con.nii,spm-5-0-0,199,right-hand
